PartitionKey,FileType,Category,CodeUnit,CodeUnitId,FileName,LineNumber,LinesOfCode,EWI Count,FDM Count,PRF Count,HighestEWISeverity,UDFsUsed,EWI,FDM,PRF,ConversionStatus,LoCConversionPercentage
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1435,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[WorkOrderRouting],input_mssql_tables.sql,1415,20,5,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,70%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1413,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[WorkOrder],input_mssql_tables.sql,1398,15,3,2,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-TS0014 | SSC-FDM-0012,N/A,Partial,80%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1396,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Purchasing].[Vendor],input_mssql_tables.sql,1385,11,1,8,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,90.91%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1383,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[UnitMeasure],input_mssql_tables.sql,1378,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1376,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[TransactionHistoryArchive],input_mssql_tables.sql,1364,12,1,3,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,91.67%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1362,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[TransactionHistory],input_mssql_tables.sql,1350,12,1,3,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,91.67%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1348,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[Store],input_mssql_tables.sql,1340,8,2,3,0,Low,N/A,SSC-EWI-0036 | SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,75%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1338,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[StateProvince],input_mssql_tables.sql,1328,10,1,6,0,Low,N/A,SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,90%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1326,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SpecialOfferProduct],input_mssql_tables.sql,1320,6,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,83.33%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1318,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SpecialOffer],input_mssql_tables.sql,1301,17,5,4,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,70.59%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1299,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[ShoppingCartItem],input_mssql_tables.sql,1290,9,1,3,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,88.89%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1288,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Purchasing].[ShipMethod],input_mssql_tables.sql,1278,10,3,5,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,70%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1276,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[HumanResources].[Shift],input_mssql_tables.sql,1269,7,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1267,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ScrapReason],input_mssql_tables.sql,1262,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1260,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesTerritoryHistory],input_mssql_tables.sql,1251,9,2,2,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,77.78%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1249,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesTerritory],input_mssql_tables.sql,1233,16,5,7,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,68.75%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1231,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesTaxRate],input_mssql_tables.sql,1221,10,2,4,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012 | SSC-FDM-TS0015,N/A,Partial,80%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1219,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesReason],input_mssql_tables.sql,1213,6,0,3,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1211,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesPersonQuotaHistory],input_mssql_tables.sql,1203,8,2,2,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,75%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1201,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesPerson],input_mssql_tables.sql,1185,16,6,6,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,62.5%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1183,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesOrderHeaderSalesReason],input_mssql_tables.sql,1178,5,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1176,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesOrderHeader],input_mssql_tables.sql,1142,34,7,15,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012 | SSC-FDM-TS0015 | SSC-FDM-TS0014 | SSC-FDM-0007,N/A,Partial,79.41%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1140,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[SalesOrderDetail],input_mssql_tables.sql,1124,16,4,4,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012 | SSC-FDM-TS0014,N/A,Partial,75%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1122,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Purchasing].[PurchaseOrderHeader],input_mssql_tables.sql,1102,20,5,8,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012 | SSC-FDM-TS0014,N/A,Partial,75%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1100,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Purchasing].[PurchaseOrderDetail],input_mssql_tables.sql,1083,17,4,3,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-TS0014 | SSC-FDM-0012,N/A,Partial,76.47%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1081,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Purchasing].[ProductVendor],input_mssql_tables.sql,1062,19,6,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,68.42%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1060,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductSubcategory],input_mssql_tables.sql,1053,7,1,3,0,Low,N/A,SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,85.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1051,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductReview],input_mssql_tables.sql,1040,11,1,4,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,90.91%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1038,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductProductPhoto],input_mssql_tables.sql,1032,6,0,4,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1030,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductPhoto],input_mssql_tables.sql,1022,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1020,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductModelProductDescriptionCulture],input_mssql_tables.sql,1014,6,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1012,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductModelIllustration],input_mssql_tables.sql,1007,5,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,1005,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductModel],input_mssql_tables.sql,997,8,3,3,0,Low,N/A,SSC-EWI-0036 | SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,62.5%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,995,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductListPriceHistory],input_mssql_tables.sql,986,9,2,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,77.78%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,984,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductInventory],input_mssql_tables.sql,973,11,3,3,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,72.73%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,971,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductDocument],input_mssql_tables.sql,966,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,964,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductDescription],input_mssql_tables.sql,958,6,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,83.33%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,956,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductCostHistory],input_mssql_tables.sql,947,9,2,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,77.78%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,945,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[ProductCategory],input_mssql_tables.sql,939,6,1,3,0,Low,N/A,SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,83.33%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,937,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[Product],input_mssql_tables.sql,900,37,11,8,0,Medium,N/A,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,70.27%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,898,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[PhoneNumberType],input_mssql_tables.sql,893,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,891,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[PersonPhone],input_mssql_tables.sql,885,6,0,3,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,883,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[PersonCreditCard],input_mssql_tables.sql,878,5,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,876,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[Person],input_mssql_tables.sql,859,17,5,9,0,Medium,N/A,SSC-EWI-0036 | SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,70.59%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,857,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[Password],input_mssql_tables.sql,849,7,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,85.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,847,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[Location],input_mssql_tables.sql,838,9,2,4,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Partial,77.78%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,836,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[HumanResources].[JobCandidate],input_mssql_tables.sql,830,6,1,1,0,Low,N/A,SSC-EWI-0036,SSC-FDM-0012,N/A,Partial,83.33%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,828,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[Illustration],input_mssql_tables.sql,823,5,1,1,0,Low,N/A,SSC-EWI-0036,SSC-FDM-0012,N/A,Partial,80%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,821,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[HumanResources].[EmployeePayHistory],input_mssql_tables.sql,812,9,2,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,77.78%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,810,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[HumanResources].[EmployeeDepartmentHistory],input_mssql_tables.sql,801,9,1,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0012,N/A,Partial,88.89%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,799,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[HumanResources].[Employee],input_mssql_tables.sql,775,24,8,11,0,Medium,N/A,SSC-EWI-0073 | SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-TS0014 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,66.67%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,774,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[EmailAddress],input_mssql_tables.sql,767,7,1,2,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0012,N/A,Partial,85.71%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,765,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[Document],input_mssql_tables.sql,748,17,3,6,0,Medium,N/A,SSC-EWI-0073 | SSC-EWI-0040,SSC-FDM-TS0015 | SSC-FDM-TS0014 | SSC-FDM-0012,N/A,Partial,82.35%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,746,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[HumanResources].[Department],input_mssql_tables.sql,740,6,0,3,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,738,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[Customer],input_mssql_tables.sql,728,10,2,4,0,Medium,N/A,SSC-EWI-0073 | SSC-EWI-0040,SSC-FDM-TS0014 | SSC-FDM-0012 | SSC-FDM-0007,N/A,Partial,80%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,726,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[CurrencyRate],input_mssql_tables.sql,717,9,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,715,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[Currency],input_mssql_tables.sql,710,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,708,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Production].[Culture],input_mssql_tables.sql,703,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,701,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[CreditCard],input_mssql_tables.sql,693,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,691,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Person].[CountryRegion],input_mssql_tables.sql,686,5,0,2,0,N/A,N/A,N/A,SSC-FDM-TS0015 | SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,684,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,TABLE,CREATE TABLE,[Sales].[CountryRegionCurrency],input_mssql_tables.sql,679,5,0,1,0,N/A,N/A,N/A,SSC-FDM-0012,N/A,Success,100%
0196914a-6079-7582-8542-c639925dff1a,SQL,SESSION / BATCH CONTROL,GO,N/A,input_mssql_tables.sql,677,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
